prefecture,ranking,city,land_price,ping_unit_price,change
香川県,17位,まんのう町,1万6400円/m2,5万4214円/坪,-1.59％
北海道,39位,岩内町,1万3578円/m2,4万4887円/坪,-3.40％
北海道,40位,斜里町,1万3542円/m2,4万4769円/坪,-3.46％
北海道,41位,森町,1万3428円/m2,4万4391円/坪,-4.86％
北海道,42位,東川町,1万3275円/m2,4万3884円/坪,+0.00％
北海道,43位,根室市,1万3244円/m2,4万3783円/坪,-0.17％
北海道,44位,本別町,1万3242円/m2,4万3778円/坪,-3.64％
北海道,45位,留萌市,1万3162円/m2,4万3512円/坪,-1.56％
北海道,46位,東神楽町,1万3133円/m2,4万3415円/坪,+11.71％
北海道,47位,名寄市,1万2733円/m2,4万2093円/坪,+2.76％
北海道,48位,当別町,1万2357円/m2,4万0850円/坪,-4.74％
北海道,49位,美瑛町,1万2342円/m2,4万0802円/坪,-3.68％
北海道,50位,長沼町,1万2285円/m2,4万0613円/坪,-2.49％
北海道,51位,上富良野町,1万2242円/m2,4万0472円/坪,-1.61％
北海道,52位,栗山町,1万2225円/m2,4万0413円/坪,-3.07％
北海道,53位,砂川市,1万2077円/m2,3万9926円/坪,-4.82％
北海道,54位,むかわ町,1万1921円/m2,3万9409円/坪,-1.48％
北海道,55位,滝川市,1万1715円/m2,3万8728円/坪,-3.42％
北海道,56位,足寄町,1万1700円/m2,3万8677円/坪,-2.03％
北海道,57位,今金町,1万1666円/m2,3万8567円/坪,-3.98％
北海道,58位,ニセコ町,1万1375円/m2,3万7603円/坪,+0.44％
北海道,59位,士別市,1万1156円/m2,3万6880円/坪,-3.09％
北海道,60位,鷹栖町,1万1122円/m2,3万6767円/坪,+3.10％
北海道,61位,深川市,1万1100円/m2,3万6694円/坪,-4.93％
北海道,62位,せたな町,1万1042円/m2,3万6505円/坪,+0.85％
北海道,63位,福島町,1万0942円/m2,3万6174円/坪,-0.82％
北海道,64位,えりも町,1万0875円/m2,3万5950円/坪,+20.83％
北海道,65位,厚沢部町,1万0675円/m2,3万5289円/坪,-4.04％
北海道,66位,豊浦町,1万0600円/m2,3万5041円/坪,-4.72％
北海道,67位,羅臼町,1万0412円/m2,3万4421円/坪,-1.30％
北海道,68位,乙部町,1万0250円/m2,3万3884円/坪,-3.98％
北海道,69位,様似町,1万0050円/m2,3万3223円/坪,-3.13％
北海道,70位,日高町,1万0014円/m2,3万3105円/坪,-4.10％
北海道,71位,士幌町,9850円/m2,3万2561円/坪,-3.43％
北海道,72位,厚岸町,9733円/m2,3万2176円/坪,-0.34％
北海道,73位,紋別市,9522円/m2,3万1478円/坪,-7.78％
北海道,74位,蘭越町,9375円/m2,3万0991円/坪,-3.60％
北海道,75位,美唄市,9300円/m2,3万0743円/坪,-7.26％
北海道,75位,仁木町,9300円/m2,3万0743円/坪,-2.62％
北海道,77位,別海町,9075円/m2,2万9999円/坪,+0.28％
北海道,78位,長万部町,9071円/m2,2万9988円/坪,+15.56％
北海道,79位,共和町,9050円/m2,2万9917円/坪,-3.21％
北海道,79位,奥尻町,9050円/m2,2万9917円/坪,-3.72％
北海道,81位,鶴居村,8900円/m2,2万9421円/坪,+0.00％
北海道,82位,当麻町,8825円/m2,2万9173円/坪,-2.49％
北海道,83位,広尾町,8771円/m2,2万8996円/坪,-3.76％
北海道,84位,新得町,8657円/m2,2万8618円/坪,-3.81％
北海道,85位,豊富町,8500円/m2,2万8099円/坪,-4.23％
北海道,86位,大空町,8400円/m2,2万7768円/坪,-2.70％
北海道,87位,上ノ国町,8375円/m2,2万7685円/坪,-4.01％
北海道,88位,壮瞥町,8360円/m2,2万7636円/坪,-3.46％
北海道,89位,新冠町,8350円/m2,2万7603円/坪,-2.91％
北海道,90位,清水町,8314円/m2,2万7485円/坪,-3.64％
北海道,91位,中富良野町,8250円/m2,2万7272円/坪,-0.15％
北海道,91位,白糠町,8250円/m2,2万7272円/坪,-1.39％
北海道,93位,大樹町,8214円/m2,2万7154円/坪,-3.52％
北海道,94位,安平町,8170円/m2,2万7011円/坪,+3.70％
北海道,95位,幌延町,8000円/m2,2万6446円/坪,-4.76％
北海道,96位,南幌町,7785円/m2,2万5737円/坪,-3.54％
北海道,97位,中札内村,7700円/m2,2万5454円/坪,-1.28％
北海道,98位,枝幸町,7691円/m2,2万5427円/坪,-2.22％
北海道,99位,上士幌町,7675円/m2,2万5371円/坪,-3.76％
北海道,100位,池田町,7671円/m2,2万5360円/坪,-3.42％
北海道,101位,増毛町,7600円/m2,2万5123円/坪,-4.00％
北海道,102位,寿都町,7525円/m2,2万4876円/坪,-3.22％
北海道,103位,弟子屈町,7500円/m2,2万4793円/坪,-0.66％
北海道,104位,訓子府町,7475円/m2,2万4710円/坪,-2.61％
北海道,105位,新十津川町,7471円/m2,2万4698円/坪,-3.15％
北海道,106位,鹿部町,7450円/m2,2万4628円/坪,-4.18％
北海道,107位,奈井江町,7442円/m2,2万4604円/坪,-6.29％
北海道,108位,標茶町,7366円/m2,2万4352円/坪,-0.45％
北海道,109位,芦別市,7337円/m2,2万4256円/坪,-0.17％
北海道,110位,知内町,7325円/m2,2万4214円/坪,-1.35％
北海道,110位,利尻富士町,7325円/m2,2万4214円/坪,-3.30％
北海道,112位,礼文町,7300円/m2,2万4132円/坪,-2.83％
北海道,113位,天塩町,7150円/m2,2万3636円/坪,+24.35％
北海道,114位,喜茂別町,7100円/m2,2万3471円/坪,-4.38％
北海道,115位,白老町,6973円/m2,2万3052円/坪,-2.83％
北海道,116位,遠別町,6925円/m2,2万2892円/坪,-5.46％
北海道,117位,羽幌町,6914円/m2,2万2857円/坪,+2.43％
北海道,118位,更別村,6900円/m2,2万2809円/坪,-0.72％
北海道,119位,小清水町,6850円/m2,2万2644円/坪,-4.20％
北海道,120位,妹背牛町,6825円/m2,2万2561円/坪,-7.46％
北海道,121位,沼田町,6800円/m2,2万2479円/坪,-6.53％
北海道,122位,厚真町,6676円/m2,2万2071円/坪,+13.62％
北海道,123位,京極町,6625円/m2,2万1900円/坪,-3.81％
北海道,124位,古平町,6607円/m2,2万1841円/坪,-6.57％
北海道,125位,鹿追町,6500円/m2,2万1487円/坪,-1.52％
北海道,125位,比布町,6500円/m2,2万1487円/坪,-3.70％
北海道,127位,津別町,6375円/m2,2万1074円/坪,-3.41％
北海道,128位,標津町,6300円/m2,2万0826円/坪,-1.18％
北海道,129位,月形町,6150円/m2,2万0330円/坪,-2.38％
北海道,130位,由仁町,6125円/m2,2万0247円/坪,-5.59％
北海道,131位,浦幌町,6100円/m2,2万0165円/坪,-2.40％
北海道,132位,三笠市,6037円/m2,1万9958円/坪,-6.76％
北海道,133位,積丹町,5962円/m2,1万9710円/坪,-3.44％
北海道,134位,浜頓別町,5958円/m2,1万9696円/坪,-2.05％
北海道,135位,和寒町,5882円/m2,1万9446円/坪,-2.57％
北海道,136位,佐呂間町,5875円/m2,1万9421円/坪,-3.29％
北海道,137位,赤平市,5762円/m2,1万9049円/坪,-6.49％
北海道,138位,小平町,5750円/m2,1万9008円/坪,-6.12％
北海道,139位,雄武町,5600円/m2,1万8512円/坪,-4.51％
北海道,140位,愛別町,5550円/m2,1万8347円/坪,-2.63％
北海道,141位,興部町,5483円/m2,1万8126円/坪,-3.52％
北海道,142位,浜中町,5475円/m2,1万8099円/坪,-3.10％
北海道,142位,黒松内町,5475円/m2,1万8099円/坪,-2.45％
北海道,144位,置戸町,5337円/m2,1万7644円/坪,-2.51％
北海道,145位,秩父別町,5325円/m2,1万7603円/坪,-5.96％
北海道,146位,清里町,5075円/m2,1万6776円/坪,-3.10％
北海道,147位,新篠津村,5050円/m2,1万6694円/坪,-3.81％
北海道,148位,利尻町,4837円/m2,1万5991円/坪,-3.97％
北海道,149位,苫前町,4675円/m2,1万5454円/坪,-4.59％
北海道,150位,上川町,4614円/m2,1万5253円/坪,-3.29％
北海道,151位,平取町,4502円/m2,1万4884円/坪,-2.81％
北海道,152位,湧別町,4490円/m2,1万4842円/坪,-1.75％
北海道,153位,美深町,4421円/m2,1万4616円/坪,+8.28％
北海道,154位,真狩村,4250円/m2,1万4049円/坪,-2.30％
北海道,155位,陸別町,4075円/m2,1万3471円/坪,-3.74％
北海道,156位,島牧村,4000円/m2,1万3223円/坪,-1.23％
北海道,157位,夕張市,3928円/m2,1万2987円/坪,-6.94％
北海道,158位,留寿都村,3900円/m2,1万2892円/坪,-2.50％
北海道,159位,泊村,3850円/m2,1万2727円/坪,-2.53％
北海道,160位,神恵内村,3800円/m2,1万2561円/坪,-1.30％
北海道,161位,豊頃町,3725円/m2,1万2314円/坪,-2.93％
北海道,162位,剣淵町,3662円/m2,1万2107円/坪,-2.98％
北海道,163位,雨竜町,3337円/m2,1万1033円/坪,-2.91％
北海道,164位,下川町,3134円/m2,1万0361円/坪,+11.67％
北海道,165位,赤井川村,3050円/m2,1万0082円/坪,+0.00％
北海道,166位,中頓別町,3012円/m2,9958円/坪,-4.74％
北海道,167位,中川町,3000円/m2,9917円/坪,-3.23％
北海道,168位,北竜町,2950円/m2,9752円/坪,-3.28％
北海道,169位,占冠村,2925円/m2,9669円/坪,-1.68％
北海道,170位,浦臼町,2875円/m2,9504円/坪,-5.35％
北海道,171位,歌志内市,2758円/m2,9118円/坪,-2.93％
北海道,172位,猿払村,2725円/m2,9008円/坪,+0.00％
北海道,173位,南富良野町,2625円/m2,8677円/坪,-2.14％
北海道,174位,上砂川町,2605円/m2,8611円/坪,-7.05％
北海道,175位,滝上町,2575円/m2,8512円/坪,-10.59％
北海道,176位,初山別村,2250円/m2,7438円/坪,-2.17％
北海道,177位,幌加内町,1867円/m2,6173円/坪,-2.23％
北海道,178位,音威子府村,1650円/m2,5454円/坪,+0.00％
北海道,179位,西興部村,1600円/m2,5289円/坪,+0.00％
和歌山県,1位,和歌山市,8万4202円/m2,27万8356円/坪,-1.05％
和歌山県,2位,海南市,5万0057円/m2,16万5479円/坪,-2.34％
和歌山県,3位,岩出市,4万6575円/m2,15万3966円/坪,-0.25％
和歌山県,4位,新宮市,4万3646円/m2,14万4284円/坪,+2.10％
和歌山県,5位,有田市,4万3090円/m2,14万2449円/坪,-3.97％
和歌山県,6位,田辺市,3万9946円/m2,13万2055円/坪,+0.11％
和歌山県,7位,高野町,3万8916円/m2,12万8650円/坪,-3.19％
和歌山県,8位,湯浅町,3万7462円/m2,12万3842円/坪,-6.11％
和歌山県,9位,有田川町,3万6961円/m2,12万2186円/坪,-1.70％
和歌山県,10位,御坊市,3万6425円/m2,12万0413円/坪,-3.34％
和歌山県,11位,橋本市,3万6354円/m2,12万0179円/坪,-2.21％
和歌山県,12位,みなべ町,3万3125円/m2,10万9504円/坪,-3.32％
和歌山県,13位,白浜町,3万2776円/m2,10万8353円/坪,-2.86％
和歌山県,14位,上富田町,3万2614円/m2,10万7815円/坪,-1.25％
和歌山県,15位,那智勝浦町,2万8637円/m2,9万4669円/坪,-3.46％
和歌山県,16位,かつらぎ町,2万7901円/m2,9万2235円/坪,-2.88％
和歌山県,17位,美浜町,2万7250円/m2,9万0082円/坪,-3.48％
長崎県,1位,長崎市,9万1261円/m2,30万1690円/坪,+1.03％
長崎県,2位,時津町,6万0300円/m2,19万9338円/坪,+0.08％
鹿児島県,1位,鹿児島市,13万2228円/m2,43万7117円/坪,-1.45％
和歌山県,18位,由良町,2万5657円/m2,8万4816円/坪,-3.08％
和歌山県,19位,紀の川市,2万5624円/m2,8万4707円/坪,-2.75％
和歌山県,20位,日高町,2万5325円/m2,8万3719円/坪,-1.84％
和歌山県,21位,九度山町,2万4283円/m2,8万0275円/坪,-3.19％
和歌山県,22位,串本町,2万4130円/m2,7万9768円/坪,-3.56％
和歌山県,23位,すさみ町,2万0666円/m2,6万8319円/坪,-2.59％
和歌山県,24位,広川町,2万0233円/m2,6万6887円/坪,-2.57％
長崎県,3位,長与町,5万4015円/m2,17万8563円/坪,-0.24％
長崎県,4位,佐世保市,5万3929円/m2,17万8278円/坪,-1.14％
長崎県,5位,諫早市,3万6136円/m2,11万9458円/坪,+1.60％
長崎県,6位,大村市,3万6115円/m2,11万9390円/坪,+0.27％
長崎県,7位,島原市,3万1705円/m2,10万4812円/坪,-2.43％
長崎県,8位,佐々町,2万7042円/m2,8万9397円/坪,-0.73％
長崎県,9位,川棚町,2万0203円/m2,6万6789円/坪,-1.11％
長崎県,10位,雲仙市,1万9163円/m2,6万3351円/坪,-2.10％
鹿児島県,2位,奄美市,5万0984円/m2,16万8544円/坪,+6.68％
鹿児島県,3位,瀬戸内町,3万4028円/m2,11万2491円/坪,-2.12％
鹿児島県,4位,姶良市,2万8733円/m2,9万4986円/坪,-2.69％
鹿児島県,5位,徳之島町,2万8280円/m2,9万3487円/坪,-2.75％
鹿児島県,6位,西之表市,2万4855円/m2,8万2167円/坪,-3.03％
鹿児島県,7位,枕崎市,2万4733円/m2,8万1763円/坪,-4.75％
鹿児島県,8位,霧島市,2万3353円/m2,7万7201円/坪,-3.62％
鹿児島県,9位,いちき串木野市,2万2886円/m2,7万5658円/坪,-4.07％
和歌山県,25位,太地町,1万9640円/m2,6万4925円/坪,-4.29％
和歌山県,26位,印南町,1万9412円/m2,6万4173円/坪,-3.12％
和歌山県,27位,紀美野町,1万5701円/m2,5万1906円/坪,-2.26％
和歌山県,28位,古座川町,1万4495円/m2,4万7917円/坪,-2.88％
和歌山県,29位,日高川町,1万3183円/m2,4万3582円/坪,-1.59％
和歌山県,30位,北山村,7266円/m2,2万4022円/坪,-2.07％
高知県,1位,高知市,9万4208円/m2,31万1433円/坪,-1.24％
高知県,2位,南国市,5万6847円/m2,18万7925円/坪,-0.64％
長崎県,11位,南島原市,1万9078円/m2,6万3069円/坪,-3.33％
長崎県,12位,平戸市,1万7675円/m2,5万8429円/坪,-5.15％
長崎県,13位,波佐見町,1万7528円/m2,5万7945円/坪,-1.37％
長崎県,14位,対馬市,1万7004円/m2,5万6211円/坪,-3.13％
長崎県,15位,五島市,1万5661円/m2,5万1774円/坪,-4.33％
長崎県,16位,壱岐市,1万4982円/m2,4万9528円/坪,-4.32％
長崎県,17位,西海市,1万4044円/m2,4万6428円/坪,-2.29％
長崎県,18位,東彼杵町,1万3782円/m2,4万5561円/坪,-3.55％
鹿児島県,10位,薩摩川内市,2万1770円/m2,7万1968円/坪,-2.67％
鹿児島県,11位,日置市,2万0870円/m2,6万8993円/坪,-2.12％
鹿児島県,12位,垂水市,1万7871円/m2,5万9079円/坪,-3.77％
鹿児島県,13位,鹿屋市,1万6904円/m2,5万5883円/坪,-2.66％
鹿児島県,14位,出水市,1万6264円/m2,5万3766円/坪,-3.60％
高知県,3位,いの町,4万5559円/m2,15万0608円/坪,-0.86％
高知県,4位,香美市,4万0594円/m2,13万4197円/坪,+0.02％
高知県,5位,土佐市,3万9741円/m2,13万1377円/坪,-1.87％
高知県,6位,香南市,3万5186円/m2,11万6319円/坪,-1.16％
長崎県,19位,松浦市,1万3724円/m2,4万5368円/坪,-2.72％
長崎県,20位,新上五島町,1万3368円/m2,4万4191円/坪,-4.61％
長崎県,21位,小値賀町,9447円/m2,3万1231円/坪,-5.15％
岡山県,1位,岡山市,9万3739円/m2,30万9881円/坪,+1.08％
鹿児島県,15位,阿久根市,1万6150円/m2,5万3388円/坪,-3.44％
鹿児島県,16位,指宿市,1万5708円/m2,5万1929円/坪,-3.63％
鹿児島県,17位,南九州市,1万5157円/m2,5万0108円/坪,-3.52％
鹿児島県,18位,伊佐市,1万4745円/m2,4万8746円/坪,-8.98％
鹿児島県,19位,南さつま市,1万4683円/m2,4万8541円/坪,-3.21％
鹿児島県,20位,和泊町,1万4533円/m2,4万8044円/坪,-3.81％
鹿児島県,21位,与論町,1万4100円/m2,4万6611円/坪,-4.08％
鹿児島県,22位,中種子町,1万4062円/m2,4万6488円/坪,-10.36％
岐阜県,1位,岐阜市,8万4841円/m2,28万0469円/坪,-1.66％
高知県,7位,須崎市,3万4854円/m2,11万5220円/坪,-2.03％
高知県,8位,安芸市,3万4745円/m2,11万4860円/坪,-1.57％
高知県,9位,四万十市,3万3092円/m2,10万9396円/坪,-1.33％
高知県,10位,佐川町,2万7557円/m2,9万1097円/坪,-1.13％
高知県,11位,越知町,2万6230円/m2,8万6710円/坪,-0.87％
岡山県,1位,岡山市北区,13万6872円/m2,45万2469円/坪,+1.06％
岡山県,1位,岡山市中区,7万1074円/m2,23万4956円/坪,+1.68％
岡山県,1位,岡山市南区,5万2591円/m2,17万3856円/坪,-0.82％
岡山県,1位,岡山市東区,3万6098円/m2,11万9335円/坪,+1.35％
岡山県,2位,早島町,5万3800円/m2,17万7851円/坪,+0.50％
岡山県,3位,倉敷市,5万3762円/m2,17万7727円/坪,-0.40％
岡山県,4位,笠岡市,3万8792円/m2,12万8238円/坪,-2.56％
鹿児島県,23位,知名町,1万2791円/m2,4万2286円/坪,-3.88％
鹿児島県,24位,曽於市,1万2144円/m2,4万0147円/坪,-3.52％
鹿児島県,25位,南種子町,1万1812円/m2,3万9050円/坪,-4.49％
鹿児島県,26位,龍郷町,1万1600円/m2,3万8347円/坪,-0.17％
鹿児島県,27位,湧水町,1万1445円/m2,3万7836円/坪,-10.20％
鹿児島県,28位,伊仙町,1万0925円/m2,3万6115円/坪,-5.72％
鹿児島県,29位,志布志市,1万0738円/m2,3万5499円/坪,-3.79％
熊本県,1位,熊本市,11万1681円/m2,36万9195円/坪,-0.08％
岐阜県,2位,大垣市,6万0585円/m2,20万0282円/坪,-1.48％
岐阜県,3位,岐南町,5万8766円/m2,19万4269円/坪,+0.09％
岐阜県,4位,高山市,5万7985円/m2,19万1687円/坪,+7.77％
岐阜県,5位,各務原市,5万3992円/m2,17万8488円/坪,+0.35％
岐阜県,6位,瑞穂市,5万3231円/m2,17万5971円/坪,-1.40％
岐阜県,7位,北方町,5万2637円/m2,17万4008円/坪,-0.68％
岐阜県,8位,笠松町,4万7783円/m2,15万7961円/坪,-1.00％
高知県,12位,宿毛市,2万4281円/m2,8万0270円/坪,-2.39％
高知県,13位,日高村,2万3833円/m2,7万8787円/坪,-1.38％
高知県,14位,土佐清水市,2万1918円/m2,7万2456円/坪,-2.59％
高知県,15位,中土佐町,2万0522円/m2,6万7842円/坪,-1.83％
高知県,16位,四万十町,2万0356円/m2,6万7293円/坪,-1.31％
高知県,17位,室戸市,1万9927円/m2,6万5875円/坪,-2.14％
高知県,18位,檮原町,1万9700円/m2,6万5123円/坪,-0.76％
岡山県,5位,玉野市,3万8768円/m2,12万8161円/坪,-1.59％
岡山県,6位,浅口市,3万6196円/m2,11万9656円/坪,-1.85％
岡山県,7位,総社市,3万6080円/m2,11万9272円/坪,-0.62％
岡山県,8位,里庄町,3万4240円/m2,11万3190円/坪,-1.55％
岡山県,9位,津山市,2万8945円/m2,9万5685円/坪,-2.39％
岡山県,10位,高梁市,2万7397円/m2,9万0569円/坪,-1.77％
鹿児島県,30位,天城町,1万0575円/m2,3万4958円/坪,-2.80％
鹿児島県,31位,南大隅町,1万0442円/m2,3万4521円/坪,-6.28％
鹿児島県,32位,屋久島町,1万0300円/m2,3万4049円/坪,-3.55％
鹿児島県,33位,さつま町,1万0242円/m2,3万3858円/坪,-2.77％
鹿児島県,34位,錦江町,9538円/m2,3万1533円/坪,-10.43％
鹿児島県,35位,肝付町,8875円/m2,2万9338円/坪,-3.86％
鹿児島県,36位,長島町,8316円/m2,2万7493円/坪,-1.38％
熊本県,1位,熊本市中央区,23万4138円/m2,77万4012円/坪,+0.38％
熊本県,1位,熊本市西区,7万5862円/m2,25万0785円/坪,-0.24％
熊本県,1位,熊本市東区,7万0544円/m2,23万3206円/坪,+0.13％
熊本県,1位,熊本市北区,4万8436円/m2,16万0121円/坪,+0.30％
熊本県,1位,熊本市南区,4万6252円/m2,15万2900円/坪,-1.85％
熊本県,2位,菊陽町,4万7741円/m2,15万7822円/坪,+1.00％
滋賀県,1位,草津市,11万1997円/m2,37万0241円/坪,-0.07％
岐阜県,9位,多治見市,4万2625円/m2,14万0909円/坪,-1.46％
岐阜県,10位,羽島市,4万1177円/m2,13万6124円/坪,-1.14％
岐阜県,11位,垂井町,3万9010円/m2,12万8958円/坪,-0.94％
岐阜県,12位,可児市,3万8145円/m2,12万6100円/坪,-0.58％
岐阜県,13位,安八町,3万6742円/m2,12万1463円/坪,-1.11％
岐阜県,14位,美濃加茂市,3万5938円/m2,11万8804円/坪,-0.87％
高知県,19位,黒潮町,1万9618円/m2,6万4855円/坪,-1.16％
高知県,20位,芸西村,1万9066円/m2,6万3030円/坪,-0.78％
高知県,21位,奈半利町,1万8262円/m2,6万0371円/坪,-0.48％
高知県,22位,本山町,1万8171円/m2,6万0070円/坪,-0.93％
高知県,23位,安田町,1万7226円/m2,5万6947円/坪,-2.12％
高知県,24位,土佐町,1万6835円/m2,5万5655円/坪,-1.22％
岡山県,11位,備前市,2万7245円/m2,9万0067円/坪,-2.74％
岡山県,12位,井原市,2万5807円/m2,8万5315円/坪,-2.50％
岡山県,13位,瀬戸内市,2万4406円/m2,8万0681円/坪,-1.29％
岡山県,14位,勝央町,2万3944円/m2,7万9153円/坪,-1.95％
岡山県,15位,矢掛町,2万0625円/m2,6万8181円/坪,-1.59％
岡山県,16位,赤磐市,1万9800円/m2,6万5456円/坪,-1.45％
岡山県,17位,真庭市,1万8543円/m2,6万1300円/坪,-2.20％
鹿児島県,37位,喜界町,7630円/m2,2万5223円/坪,-2.14％
鹿児島県,38位,宇検村,7400円/m2,2万4462円/坪,-26.37％
鹿児島県,39位,大崎町,6766円/m2,2万2369円/坪,-4.98％
鹿児島県,40位,東串良町,6600円/m2,2万1818円/坪,-3.65％
鹿児島県,41位,大和村,3725円/m2,1万2314円/坪,-3.25％
鹿児島県,42位,三島村,1900円/m2,6280円/坪,+0.00％
鹿児島県,43位,十島村,1500円/m2,4958円/坪,+0.00％
熊本県,3位,合志市,3万9866円/m2,13万1790円/坪,-0.18％
熊本県,4位,益城町,3万7666円/m2,12万4517円/坪,+6.44％
熊本県,5位,嘉島町,3万6575円/m2,12万0909円/坪,+0.00％
熊本県,6位,宇土市,3万5290円/m2,11万6661円/坪,-1.07％
熊本県,7位,水俣市,3万1900円/m2,10万5454円/坪,-1.40％
熊本県,8位,大津町,3万0063円/m2,9万9383円/坪,+0.41％
熊本県,9位,荒尾市,2万5887円/m2,8万5577円/坪,+1.21％
滋賀県,2位,大津市,9万1643円/m2,30万2953円/坪,+1.73％
滋賀県,3位,守山市,8万4893円/m2,28万0639円/坪,+0.68％
滋賀県,4位,栗東市,7万1190円/m2,23万5341円/坪,+0.41％
滋賀県,5位,野洲市,6万2744円/m2,20万7418円/坪,+1.30％
滋賀県,6位,近江八幡市,5万6886円/m2,18万8053円/坪,-0.11％
滋賀県,7位,彦根市,5万1788円/m2,17万1201円/坪,-1.55％
滋賀県,8位,湖南市,3万9438円/m2,13万0375円/坪,-0.03％
岐阜県,15位,土岐市,3万5875円/m2,11万8597円/坪,-3.06％
岐阜県,16位,瑞浪市,3万5658円/m2,11万7878円/坪,-0.79％
岐阜県,17位,郡上市,3万4557円/m2,11万4239円/坪,-1.13％
岐阜県,18位,飛騨市,3万4522円/m2,11万4123円/坪,-4.55％
岐阜県,19位,神戸町,3万4400円/m2,11万3719円/坪,-1.55％
岐阜県,20位,本巣市,3万4200円/m2,11万3057円/坪,-2.17％
高知県,25位,津野町,1万5925円/m2,5万2644円/坪,-1.01％
高知県,26位,田野町,1万5466円/m2,5万1129円/坪,-1.28％
高知県,27位,大豊町,1万4825円/m2,4万9008円/坪,-1.17％
高知県,28位,東洋町,1万4600円/m2,4万8264円/坪,-2.23％
高知県,29位,大月町,1万2933円/m2,4万2754円/坪,-1.27％
高知県,30位,仁淀川町,1万1410円/m2,3万7719円/坪,-1.42％
岡山県,18位,新見市,1万8436円/m2,6万0945円/坪,-2.43％
岡山県,19位,和気町,1万6616円/m2,5万4929円/坪,-2.39％
岡山県,20位,久米南町,1万2883円/m2,4万2589円/坪,-2.33％
熊本県,10位,八代市,2万5026円/m2,8万2731円/坪,-1.50％
熊本県,11位,宇城市,2万3178円/m2,7万6624円/坪,-1.60％
熊本県,12位,玉名市,2万2422円/m2,7万4124円/坪,-4.63％
熊本県,13位,人吉市,2万2092円/m2,7万3032円/坪,-2.45％
熊本県,14位,天草市,2万1960円/m2,7万2596円/坪,-2.44％
熊本県,15位,御船町,2万1328円/m2,7万0507円/坪,-1.19％
熊本県,16位,菊池市,1万8863円/m2,6万2357円/坪,-1.46％
滋賀県,9位,東近江市,3万5597円/m2,11万7678円/坪,+0.26％
滋賀県,10位,長浜市,3万4116円/m2,11万2781円/坪,-1.57％
滋賀県,11位,米原市,2万8663円/m2,9万4754円/坪,-2.40％
滋賀県,12位,甲賀市,2万7891円/m2,9万2202円/坪,-1.68％
滋賀県,13位,高島市,2万4573円/m2,8万1234円/坪,-1.96％
滋賀県,14位,愛荘町,2万4200円/m2,7万9999円/坪,-0.54％
滋賀県,15位,竜王町,2万2840円/m2,7万5504円/坪,-0.35％
滋賀県,16位,多賀町,2万1392円/m2,7万0718円/坪,-1.45％
岐阜県,21位,美濃市,2万9477円/m2,9万7447円/坪,-8.24％
岐阜県,22位,下呂市,2万9348円/m2,9万7020円/坪,-2.39％
岐阜県,23位,恵那市,2万8916円/m2,9万5590円/坪,-0.57％
岐阜県,24位,大野町,2万8866円/m2,9万5427円/坪,+6.44％
岐阜県,25位,関市,2万8745円/m2,9万5027円/坪,-1.44％
岐阜県,26位,池田町,2万8040円/m2,9万2694円/坪,-0.57％
高知県,31位,北川村,9800円/m2,3万2396円/坪,-1.01％
高知県,32位,馬路村,7103円/m2,2万3482円/坪,-0.61％
高知県,33位,三原村,6350円/m2,2万0991円/坪,-0.78％
高知県,34位,大川村,3440円/m2,1万1371円/坪,-0.29％
岡山県,21位,美作市,1万2339円/m2,4万0791円/坪,-3.15％
岡山県,22位,奈義町,1万1060円/m2,3万6561円/坪,-2.44％
岡山県,23位,鏡野町,1万0953円/m2,3万6209円/坪,-2.45％
岡山県,24位,美咲町,7702円/m2,2万5462円/坪,-1.96％
岡山県,25位,吉備中央町,6577円/m2,2万1743円/坪,-3.18％
岡山県,26位,新庄村,4705円/m2,1万5553円/坪,-1.67％
岡山県,27位,西粟倉村,4190円/m2,1万3851円/坪,-1.64％
熊本県,17位,甲佐町,1万8625円/m2,6万1570円/坪,-2.36％
熊本県,18位,芦北町,1万8500円/m2,6万1157円/坪,-1.89％
熊本県,19位,山鹿市,1万7947円/m2,5万9330円/坪,-1.79％
熊本県,20位,西原村,1万7300円/m2,5万7190円/坪,-16.12％
熊本県,21位,氷川町,1万7100円/m2,5万6528円/坪,-2.29％
熊本県,22位,玉東町,1万6250円/m2,5万3719円/坪,+0.00％
熊本県,23位,上天草市,1万5850円/m2,5万2396円/坪,-2.66％
熊本県,23位,長洲町,1万5850円/m2,5万2396円/坪,-2.31％
滋賀県,17位,日野町,2万0792円/m2,6万8736円/坪,-1.26％
滋賀県,18位,豊郷町,1万8842円/m2,6万2290円/坪,-0.60％
滋賀県,19位,甲良町,1万3783円/m2,4万5564円/坪,+1.35％
岐阜県,27位,養老町,2万8000円/m2,9万2561円/坪,-3.02％
岐阜県,28位,坂祝町,2万7220円/m2,8万9983円/坪,-0.95％
岐阜県,29位,山県市,2万6727円/m2,8万8356円/坪,-1.45％
岐阜県,30位,関ケ原町,2万5760円/m2,8万5157円/坪,-2.65％
岐阜県,31位,海津市,2万5523円/m2,8万4373円/坪,-2.38％
岐阜県,32位,川辺町,2万4700円/m2,8万1652円/坪,-0.87％
岐阜県,33位,中津川市,2万3222円/m2,7万6768円/坪,-0.60％
岐阜県,34位,御嵩町,2万3071円/m2,7万6269円/坪,-1.64％
熊本県,25位,苓北町,1万4500円/m2,4万7933円/坪,-1.36％
